https://www.ctcrash.uconn.edu/QueryTool2.action?qid=182359
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1151936","1","1","Vehicle in Operation","1","PORCHE","2004","2004","CAYANNE","Blue","E","Eastbound","false","43","Traffic Signal Support","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","WP1AB29P14LA67722","3","Traffic Control Signal","2","Yes","8","Ran Off Roadway Right","43","Traffic Signal Support","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","STAMFORD","CT","UnitedStates","06902-","true","false","RIVERSIDE AUTO BODY","false","false","JEFFERSON STREET","false","CT","false","false","88","GEICO","","","","","","","","","","","","","","","","","","","","2024-02-07","","","",""
"1152164","1","1","Vehicle in Operation","1","Honda","2012","2012","Pilot EXL","Black","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","5FNYF4H50CB033479","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Hartford","CT","","06108","","false","Flanders","false","false","Interstate 84","false","CT","false","false","88","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1152236","1","1","Vehicle in Operation","2","Ford","1997","1997","F150","Black","N","Northbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","99","Unknown","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","2","Negotiating a Curve","99","Unknown","1FTDF1827VNA26634","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Ivoryton","CT","","06442","","false","New Image Auto","false","false","Saybrook Road","false","CT","false","false","88","CSAA Affinity Insurance Company","","","","","","","","","","","","","","","","","","","","2024-04-30","","","",""
"1152236","2","1","Vehicle in Operation","1","Honda","2012","2012","Civic EX","Gray","S","Southbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","99","Unknown","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","2","Uphill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","99","Unknown","2HGFG3B83CH500858","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","","06514","true","false","New Image Automotive","false","false","Saybrook Road","false","CT","false","false","88","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2024-07-12","","","",""
"1152745","1","1","Vehicle in Operation","2","Nissan","2020","2020","Murano Sl","White","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","50","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AZ2CS4LN144947","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","1","Overturn/Rollover","1","No Special Function","88","Not applicable","","","Mansfield Center","CT","","06250","true","false","Troop D","false","false","Route 6","false","CT","false","false","88","Safeco Insurance Company of Illinois","","","","","","","","","","","","","","","","","","","","","","","",""
"1152745","2","1","Vehicle in Operation","2","Nissan","2008","2008","Maxima","Gray","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","50","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1N4BA41EX8C813790","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hampton","CT","UnitedStates","06247","true","false","Troop D","false","false","Route 6","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1153919","1","1","Vehicle in Operation","5","Subaru","2007","2007","Legacy GT LTD AWD","Black","S","Southbound","false","1","Overturn/Rollover","1","Straight Ahead","99","Unknown","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","4S3BL676474212531","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","1","Overturn/Rollover","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bethel","CT","","06801","","false","Show Case Auto","false","false","Rt 32","false","CT","false","false","88","Economy Fire   Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1154445","1","1","Vehicle in Operation","1","","","","","","E","Eastbound","","17","Pedestrian","99","Unknown","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","true","","false","false","Whalley Ave","false","","false","false","1","No Insurance Info","","","","","","","","","","","","","","","","","","","","","","","",""
"1154539","1","1","Vehicle in Operation","2","NISSAN","2017","2017","SENTRA","GRAY","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","3N1CB7AP2HY341917","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","38","Concrete Traffic Barrier","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dix Hills","NY","","11746","true","false","Bruneau's Garage","false","false","I-95 South","false","NY","false","false","88","TRAVELERS PERSONAL INS CO","","","","","","","","","","","","","","","","","","","","2024-08-29","","","",""
"1154539","2","1","Vehicle in Operation","3","Nissan","2023","2023","Altima Sl","Red","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","1N4BL4EW5PN424801","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wolcott","CT","","06716","","false","Bruneau's Garage","false","false","I-95 South","false","CT","false","false","88","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2025-02-20","","","",""
"1154539","3","1","Vehicle in Operation","1","Chevrolet","2017","2017","Silverado K2500 Heav","Black","N","Northbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","15","Wrong way (or Wrong Side)","99","Unknown","1GC1KVEG7HF122929","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","","06513","true","false","Bruneau's Garage","false","false","I-95 South","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2024-06-13","","","",""
"1155606","1","1","Vehicle in Operation","1","","0","Older than 2003","","","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","50","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","99","Unknown","1","No Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","1","Yes","ROCKFORD","IL","","61102","","false","","false","false","I-91","false","IL","false","false","88","OLD REPUBLIC INSURANCE COMPANY","241572","LANDSTAR RANGER INC","JACKSONVILLE","FL","","32224","1","Interstate Carrier","true","ROCKFORD","IL","","61102","3","More than 26,000 lbs","6","Truck Tractor/Semi-Trailer","10","Flatbed","2024-05-01","1","Yes","",""
"1155606","2","1","Vehicle in Operation","2","Jeep","1993","1993","Cherokee Sport","White","S","Southbound","false","1","Overturn/Rollover","4","Changing Lanes","99","Unknown","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","99","Unknown","4","Disabling Damage","2","(Sport) Utility Vehicle","4","Changing Lanes","99","Unknown","1J4FT67SXPL634687","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","1","Overturn/Rollover","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","By: Lombard's To: CSP Troop I","false","false","I-91","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1155608","1","1","Vehicle in Operation","1","Suzuki","2007","2007","Dl650","Blue","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","99","Unknown","JS1VP54A572101870","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon Rockville","CT","","06066","true","false","axle&spindle","false","false","Route 85","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1155608","2","1","Vehicle in Operation","1","Toyota","2012","2012","Highlander/se","Gray","S","Southbound","false","22","Motor Vehicle In Motion","7","Turning Left","99","Unknown","88","Not Applicable","45","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","7","Turning Left","99","Unknown","5TDBK3EH7CS099940","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06042","","false","center motors","false","false","Route 85","false","CT","false","false","88","Uitca Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1156021","1","1","Vehicle in Operation","2","Mazda","2012","2012","Mazda3i","Gray","S","Southbound","false","41","Utility Pole","2","Negotiating a Curve","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","99","Unknown","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","99","Unknown","JM1BL1UG5C1518763","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","46","Mailbox","41","Utility Pole","36","Guardrail Face","1","No Special Function","88","Not applicable","","","Norwich","CT","","06360","","false","Troop E, Montville","false","false","Route 163 (Bozrah Street)","false","CT","false","false","88","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1156021","2","2","Parked Vehicle","0","Chrysler","2005","2005","PT Cruiser GT","White","","","","26","Other Non-Fixed Object","12","Parked","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","","1","Straight","2","Uphill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","12","Parked","0","None","3C3AY75SX5T360777","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bozrah","CT","","06334","","false","NA","false","false","117 Bozrah Street Private Driveway","true","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1156021","3","2","Parked Vehicle","0","GMC","2018","2018","Canyon","Gray","","","","26","Other Non-Fixed Object","12","Parked","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","","1","Straight","2","Uphill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","12","Parked","0","None","1GTH6BEN5J1109342","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bozrah","CT","","06334","","false","NA","false","false","117 Bozrah Street Private Driveway","true","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1156389","1","1","Vehicle in Operation","1","Ford","2007","2007","Econoline E150","White","E","Eastbound","false","41","Utility Pole","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","1","Straight Ahead","0","None","1FTNE14W87DA25694","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","42","Traffic Sign Support","41","Utility Pole","40","Tree (standing)","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","true","false","Plunskes Garage #915 N. Colony Road, Wallingford, CT.","false","false","Church Street (Route 68)","false","CT","true","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
